"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.121803969E0,-3.972709179E-2,1.189094782E-2,-1.674375534E-1
2.131828222E0,-3.973686695E-2,3.948569298E-3,-1.731920242E-1
2.142053348E0,-3.097879887E-2,-3.994882107E-3,-1.800785065E-1
2.152129411E0,-3.409039974E-2,-7.323563099E-3,-1.582298279E-1
2.171862959E0,-3.763568401E-2,-2.395635843E-2,-9.436225891E-2
2.191723596E0,-1.120626926E-2,-1.441580057E-2,-1.705579758E-1
2.201733035E0,-7.842063904E-3,-2.021849155E-2,-1.727743149E-1
2.211803255E0,-7.494688034E-4,-1.405173540E-2,-1.546173096E-1
2.231966670E0,7.791399956E-3,-3.746014833E-2,-1.122474670E-1
2.242424072E0,1.588356495E-2,-3.851300478E-2,-1.060972214E-1
2.261927874E0,3.940832615E-2,-3.157824278E-2,-1.596488953E-1
2.281951824E0,5.256235600E-2,-4.460054636E-2,-1.642255783E-1
2.301718312E0,6.113731861E-2,-4.062169790E-2,-1.005134583E-1
2.311720393E0,6.274259090E-2,-4.522365332E-2,-1.016292572E-1
2.321874934E0,7.248198986E-2,-3.993546963E-2,-1.458578110E-1
2.341735589E0,8.875811100E-2,-4.940688610E-2,-1.149272919E-1
2.361753503E0,9.605169296E-2,-4.564321041E-2,-1.413507462E-1
2.372193989E0,1.013587713E-1,-5.034488440E-2,-1.068639755E-1
2.382302732E0,9.394252300E-2,-4.214572906E-2,-9.506225586E-2
2.401802039E0,1.183408499E-1,-4.042404890E-2,-1.325817108E-1
2.411914757E0,1.112977266E-1,-3.488200903E-2,-1.281213760E-1
2.421929116E0,1.198987961E-1,-2.965551615E-2,-1.308517456E-1
2.441741135E0,1.145375967E-1,-3.814512491E-2,-1.099290848E-1
2.461700140E0,1.282628775E-1,-2.738040686E-2,-1.227283478E-1
2.471709807E0,1.237373352E-1,-1.888900995E-2,-1.037235260E-1
2.481926141E0,1.271524429E-1,-2.696466446E-2,-1.123113632E-1
2.501865141E0,1.296653748E-1,-3.155320883E-2,-1.282415390E-1
2.521948391E0,1.267217398E-1,-1.148045063E-2,-1.191768646E-1
2.532138433E0,1.346453428E-1,-1.385760307E-2,-1.218471527E-1
2.551794214E0,1.344749928E-1,5.318224430E-3,-1.306533813E-1
2.571685909E0,1.308150291E-1,-7.484018803E-3,-1.238546371E-1
2.581963192E0,1.349544525E-1,9.121477604E-3,-1.074142456E-1
2.601727904E0,1.218324900E-1,1.354104280E-2,-1.233930588E-1
2.621626582E0,1.239666939E-1,1.696050167E-2,-1.346197128E-1
2.641650751E0,9.685361385E-2,2.166676521E-2,-1.098127365E-1
2.661914794E0,9.631574154E-2,3.603935242E-2,-1.364355087E-1
