"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.672061492E0,8.991861343E-2,4.776692390E-2,5.582904816E-2
2.691826225E0,1.105933785E-1,8.136266470E-2,-1.189146042E-1
2.701861014E0,1.226822138E-1,9.718263149E-2,-2.290258408E-1
2.711876908E0,1.284851432E-1,9.560286999E-2,-2.519035339E-1
2.722091355E0,1.315019727E-1,9.099054337E-2,-2.102088928E-1
2.742111691E0,1.236453652E-1,9.033602476E-2,-9.478092194E-2
2.761849775E0,1.338435411E-1,1.104329824E-1,-1.561403275E-1
2.772038789E0,1.349378228E-1,1.186041832E-1,-1.491451263E-1
2.791933299E0,1.297343373E-1,1.077847481E-1,-9.597778320E-2
2.802064051E0,1.285063624E-1,1.048656702E-1,-9.643363953E-2
2.821913865E0,1.332536340E-1,1.217390895E-1,-1.964483261E-1
2.831996334E0,1.382359266E-1,1.148921847E-1,-2.408676147E-1
2.842089068E0,1.159130335E-1,1.185290813E-1,-1.918354034E-1
2.862045619E0,1.176345348E-1,1.121306419E-1,5.817413330E-4
2.881967007E0,1.208884716E-1,1.055824161E-1,-1.029996872E-1
2.902146854E0,1.243034601E-1,1.056752205E-1,-2.899980545E-1
2.921896315E0,1.121270061E-1,9.952670336E-2,-1.750221252E-1
2.941879181E0,1.001114249E-1,8.776503801E-2,4.422187805E-2
2.961872397E0,1.011331081E-1,9.002292156E-2,-2.179660797E-1
2.981923201E0,1.011069417E-1,7.292741537E-2,-2.789630890E-1
3.002042402E0,8.437573910E-2,6.349003315E-2,-8.374309540E-2
3.021975202E0,7.551091909E-2,4.059463739E-2,-1.139163971E-2
3.041835652E0,7.271802425E-2,3.950703144E-2,-1.512269974E-1
3.051991727E0,7.333618402E-2,3.691285849E-2,-2.170391083E-1
3.071903284E0,6.424754858E-2,2.090781927E-2,-2.157592773E-1
3.091898673E0,6.101119518E-2,-4.363656044E-3,-6.817245483E-2
3.111844770E0,4.568248987E-2,-1.028805971E-2,-5.568599701E-2
3.122113286E0,4.661750793E-2,-1.981079578E-3,-1.177091599E-1
3.141864673E0,4.290318489E-2,-4.324036837E-2,-2.168693542E-1
3.162121520E0,3.528636694E-2,-5.447965860E-2,-1.363945007E-1
3.182193232E0,2.781605721E-2,-5.169701576E-2,-1.155357361E-1
3.192411017E0,2.043282986E-2,-4.410374165E-2,-1.392097473E-1
3.212047106E0,2.753102779E-2,-7.061666250E-2,-1.447935104E-1
3.231861878E0,1.844900846E-2,-8.629900217E-2,-1.541767120E-1
3.241988840E0,1.453882456E-2,-8.667373657E-2,-1.480722427E-1
3.252064321E0,1.761180162E-2,-8.989602327E-2,-1.527013779E-1
3.271940182E0,2.078294754E-2,-9.858524799E-2,-1.856756210E-1
3.291797647E0,1.498633623E-2,-9.742307663E-2,-1.385478973E-1
3.302666225E0,1.554191113E-2,-1.007841229E-1,-1.036891937E-1
3.322792158E0,2.346235514E-2,-1.012636423E-1,-1.502723694E-1
3.342252391E0,2.299213409E-2,-9.844946861E-2,-1.895208359E-1
3.352884097E0,2.182781696E-2,-1.066941023E-1,-1.462373734E-1
3.372133126E0,2.776885033E-2,-1.093360782E-1,-9.802150726E-2
3.391904633E0,3.117179871E-2,-1.123524308E-1,-1.613502502E-1
3.411812760E0,4.049748182E-2,-9.018504620E-2,-2.045068741E-1
3.431849042E0,3.507596254E-2,-9.638571739E-2,-1.494121552E-1
3.442118922E0,4.872977734E-2,-8.336055279E-2,-1.410036087E-1
